trialNum,repNum,gameId,tangram,playerId,role,numPlayers,text,condition,realCorrect,targetNum,activePlayerCount,spans,span_offsets,raw_spans
36,3,Z2WAkYpWiXwuGcdME,E,R3cRgh4HmEtRsmQyp,speaker,2,triangle bunny,2_thick,1,0,2,"[{""span"":""triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""bunny"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,8],[9,14]]","""triangle"" LITERAL PART  
""bunny"" METAPHOR PART"
25,2,LzNv7CD7gRuxpk7cQ,C,5beKfX6iGcYFWgGg5,speaker,3,ghost,3_rotate,2,1,NA,"[{""span"": ""ghost"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 5]]","""ghost"" METAPHOR HOLISTIC"
59,4,Z2WAkYpWiXwuGcdME,B,R3cRgh4HmEtRsmQyp,speaker,2,arm air kneeling,2_thick,1,11,2,"[{""span"":""arm"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""air"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""kneeling"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,3],[4,7],[8,16]]","""arm"" METAPHOR PART  
""air"" LITERAL PART  
""kneeling"" METAPHOR PART"
3,0,MEJ8y7jRW4947MPrH,H,2ooABLMjEkBCftsH6,listener,6,how many components on the shape,full_feedback,5,3,NA,"[{""span"":""how many components on the shape"",""literal_metaphor"":""literal"",""part_holistic"":""holistic""}]","[[0,32]]","""shape"" LITERAL PART"
3,0,MEJ8y7jRW4947MPrH,H,2h6bskoni4WchAmPK,speaker,6,least resembling human - closest to arrow pointing upwards,full_feedback,5,3,NA,"[{""span"":""least resembling human"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""closest to arrow pointing upwards"",""literal_metaphor"":""literal"",""part_holistic"":""holistic""}]","[[0,22],[25,58]]","""least resembling human"" METAPHOR HOLISTIC  
""closest to arrow pointing upwards"" LITERAL PART"
3,0,MEJ8y7jRW4947MPrH,H,XNra8yzmu6p3Xw6m5,listener,6,how many components on the shape - good question,full_feedback,5,3,NA,"[{""span"":""how many components on the shape "",""literal_metaphor"":""literal"",""part_holistic"":""holistic""}]","[[0,33]]","""how many components"" LITERAL PART  
""on the shape"" LITERAL PART  
""good question"" HOLISTIC PART"
3,0,MEJ8y7jRW4947MPrH,H,o6obBbzzSPJE34pKb,listener,6,is it the one that looks like a block with triangles on top for a head,full_feedback,5,3,NA,"[{""span"":""a block"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""with triangles on top"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""for a head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[30,37],[38,59],[60,70]]","""is it the one"" HOLISTIC PART  
""that looks like"" METAPHOR HOLISTIC  
""a block"" LITERAL PART  
""with triangles on top"" LITERAL PART  
""for a head"" METAPHOR PART"
3,0,MEJ8y7jRW4947MPrH,H,2h6bskoni4WchAmPK,speaker,6,"lowest component slightly tilting to right, middle in shape of arrow pointing upwards, top diamond as head",full_feedback,5,3,NA,"[{""span"":""head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""top diamond "",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""middle in shape of arrow pointing upwards"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""lowest component slightly tilting to right"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[102,106],[87,99],[44,85],[0,42]]","""lowest component"" LITERAL PART  
""slightly tilting to right"" LITERAL PART  
""middle in shape of arrow"" LITERAL PART  
""pointing upwards"" LITERAL PART  
""top diamond"" LITERAL PART  
""head"" METAPHOR PART"
56,4,Z2WAkYpWiXwuGcdME,F,R3cRgh4HmEtRsmQyp,speaker,2,sad,2_thick,1,8,2,"[{""span"": ""sad"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 3]]","""sad"" METAPHOR HOLISTIC"
12,1,BTbGhXZvjdSFubTBg,A,WXmyGwByDtSr3gTyk,speaker,6,head looking the other way one leg down one leg up,6_thick,5,0,6,"[{""span"":""one leg down"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""one leg up"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""head looking the other way"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[27,39],[40,50],[0,26]]","""head"" METAPHOR PART  
""looking the other way"" METAPHOR PART  
""one leg down"" LITERAL PART  
""one leg up"" LITERAL PART"
12,1,BTbGhXZvjdSFubTBg,A,WXmyGwByDtSr3gTyk,speaker,6,upright,6_thick,5,0,6,"[{""span"":""upright"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,7]]","""upright"" METAPHOR PART"
12,1,BTbGhXZvjdSFubTBg,A,teS8cAZWPXbdKTZP4,listener,6,Zombie guy,6_thick,5,0,6,"[{""span"": ""Zombie guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 10]]","""Zombie guy"" METAPHOR HOLISTIC"
12,1,BTbGhXZvjdSFubTBg,A,9nyyLZ9PJhX7LnAx7,listener,6,the zombie walk one or the yoga one,6_thick,5,0,6,"[{""span"":""the zombie walk one"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""the yoga one"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,19],[23,35]]","""the zombie walk"" METAPHOR HOLISTIC  
""one or the yoga one"" LITERAL PART"
12,1,BTbGhXZvjdSFubTBg,A,YZav64FB85yPmwMCq,listener,6,Is this the ice skating one again,6_thick,5,0,6,"[{""span"": ""ice skating one"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[12, 27]]","""ice skating one"" METAPHOR HOLISTIC"
12,1,BTbGhXZvjdSFubTBg,A,WXmyGwByDtSr3gTyk,speaker,6,zombie,6_thick,5,0,6,"[{""span"": ""zombie"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 6]]","""zombie"" METAPHOR HOLISTIC"
12,1,BTbGhXZvjdSFubTBg,A,WXmyGwByDtSr3gTyk,speaker,6,not the ice skating one,6_thick,5,0,6,"[{""span"":"" the ice skating one"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[3,23]]",not the  ice skating one  METAPHOR HOLISTIC
40,3,GWCD2NGoiA2n5Wh2i,C,3J4RLFqgNJW7BsT9G,listener,6,Mr Bean,6_thick,5,4,6,"[{""span"":""Mr Bean"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,7]]",Mr Bean METAPHOR HOLISTIC
40,3,GWCD2NGoiA2n5Wh2i,C,Z6TmKzSh7SAQns8Sg,speaker,6,flying guy!,6_thick,5,4,6,"[{""span"": ""flying guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 10]]","""flying guy"" METAPHOR HOLISTIC"
60,5,Z2WAkYpWiXwuGcdME,B,R3cRgh4HmEtRsmQyp,speaker,2,arm air kneel,2_thick,1,0,2,"[{""span"":""arm"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""air"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""kneel"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,3],[4,7],[8,13]]","""arm"" METAPHOR PART  
""air"" LITERAL PART  
""kneel"" METAPHOR PART"
58,4,zviCQXNM4xWoYTmoY,K,Q5Bs5Daz3vBi66sSW,speaker,6,"kneeling on floor, feet sticking up behind arms out",no_rotate,5,10,NA,"[{""span"":""kneeling on floor"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""feet sticking up behind"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""arms out"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,17],[19,42],[43,51]]","""kneeling"" METAPHOR PART  
""on floor"" LITERAL PART  
""feet sticking up"" METAPHOR PART  
""behind arms out"" LITERAL PART"
18,1,MEJ8y7jRW4947MPrH,G,o6obBbzzSPJE34pKb,speaker,6,I think this one looks like a dancer,full_feedback,5,6,NA,"[{""span"": ""looks like a dancer"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[17, 36]]","""looks like a dancer"" METAPHOR HOLISTIC"
18,1,MEJ8y7jRW4947MPrH,G,2ooABLMjEkBCftsH6,listener,6,2 arms to left,full_feedback,5,6,NA,"[{""span"":""2 arms to left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,14]]","""2 arms to left"" METAPHOR HOLISTIC"
18,1,MEJ8y7jRW4947MPrH,G,o6obBbzzSPJE34pKb,speaker,6,two triangles for arms but one arm is near the head and the other is almost touching the ground,full_feedback,5,6,NA,"[{""span"":""two triangles"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""for arms"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""one arm is near the head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""the other is almost touching the ground"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,13],[14,22],[27,51],[56,95]]","""two triangles for arms"" LITERAL PART  
""one arm"" METAPHOR PART  
""near the head"" METAPHOR PART  
""the other"" (too short, ignore)  
""almost touching the ground"" LITERAL PART"
18,1,MEJ8y7jRW4947MPrH,G,o6obBbzzSPJE34pKb,speaker,6,body trailing really far back to the left,full_feedback,5,6,NA,"[{""span"":""body trailing really far back to the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,41]]","""trailing really far back to the left"" METAPHOR HOLISTIC"
18,1,MEJ8y7jRW4947MPrH,G,JgAvTcZ3mLH7Ex3pZ,listener,6,arms out front on one leg one leg behind,full_feedback,5,6,NA,"[{""span"":""arms out front"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""one leg behind"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":"" on one leg "",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,14],[26,40],[14,26]]","""arms out front"" METAPHOR PART  
""one leg"" LITERAL PART  
""one leg behind"" LITERAL PART"
18,1,MEJ8y7jRW4947MPrH,G,o6obBbzzSPJE34pKb,speaker,6,looks like a backwards L,full_feedback,5,6,NA,"[{""span"": ""looks like a backwards L"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 24]]","""looks like a backwards L"" METAPHOR HOLISTIC"
18,1,MEJ8y7jRW4947MPrH,G,o6obBbzzSPJE34pKb,speaker,6,diamond head hanging to the left,full_feedback,5,6,NA,"[{""span"":"" head hanging to the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""diamond"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[7,32],[0,7]]","""diamond head"" METAPHOR PART  
""head hanging"" METAPHOR PART  
""hanging to the left"" LITERAL PART"
18,1,MEJ8y7jRW4947MPrH,G,o6obBbzzSPJE34pKb,speaker,6,i guess the bottom triangle is a leg actually,full_feedback,5,6,NA,"[{""span"": ""bottom triangle"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}, {""span"": ""leg"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[12, 27], [33, 36]]","""bottom triangle"" LITERAL PART  
""leg"" METAPHOR PART"
18,1,MEJ8y7jRW4947MPrH,G,sLmWkpuX6yKjgpnPQ,listener,6,i thought it was sleepwalking,full_feedback,5,6,NA,"[{""span"":""sleepwalking"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[17,29]]","""thought it was"" METAPHOR HOLISTIC  
""sleepwalking"" METAPHOR HOLISTIC"
18,1,MEJ8y7jRW4947MPrH,G,XNra8yzmu6p3Xw6m5,listener,6,kinda looks like their legs are being dragged along the ground,full_feedback,5,6,NA,"[{""span"":""their legs are being dragged along the ground"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[17,62]]","""looks like their legs"" METAPHOR HOLISTIC  
""legs are being dragged"" METAPHOR PART  
""along the ground"" LITERAL PART"
18,1,MEJ8y7jRW4947MPrH,G,JgAvTcZ3mLH7Ex3pZ,listener,6,dragging legs on ground behind him on the left,full_feedback,5,6,NA,"[{""span"":""dragging legs on ground behind him on the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,46]]","""dragging legs"" METAPHOR PART  
""ground"" LITERAL PART  
""behind him"" METAPHOR PART  
""on the left"" LITERAL PART"
18,1,MEJ8y7jRW4947MPrH,G,o6obBbzzSPJE34pKb,speaker,6,yeah legs dragged kinda,full_feedback,5,6,NA,"[{""span"":"" legs dragged"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[4,17]]",legs dragged  METAPHOR  PART
24,2,x8BXJBHh3RxchPoHv,C,uGga7SS34TCLMT65N,speaker,5,ghost leaning left,5_rotate,4,0,NA,"[{""span"":""ghost leaning left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,18]]","""ghost"" METAPHOR PART  
""leaning"" METAPHOR PART  
""left"" LITERAL PART"
39,3,GWCD2NGoiA2n5Wh2i,H,3J4RLFqgNJW7BsT9G,listener,6,kneeling man right side,6_thick,5,3,6,"[{""span"": ""kneeling man"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}, {""span"": ""right side"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 12], [13, 23]]","""kneeling man"" METAPHOR HOLISTIC  
""right side"" LITERAL PART"
39,3,GWCD2NGoiA2n5Wh2i,H,Z6TmKzSh7SAQns8Sg,speaker,6,bean body!,6_thick,5,3,6,"[{""span"":""bean body!"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,10]]",bean body! METAPHOR HOLISTIC
10,0,22dyGMRgestp8u5Lc,E,aSeEmufWmsbLn7YEQ,speaker,2,kid facing right sitting on butt knees up slightly wearing bunny ears,2_thin,1,10,2,"[{""span"":""kid"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""sitting on butt"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""knees up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""wearing bunny ears"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,3],[4,16],[17,32],[33,41],[51,69]]","""kid"" METAPHOR HOLISTIC  
""facing right"" LITERAL PART  
""sitting on butt"" METAPHOR PART  
""knees up"" LITERAL PART  
""slightly"" PART  
""wearing bunny ears"" METAPHOR PART"
9,0,x8BXJBHh3RxchPoHv,D,po2Kc9pGb6B3wwFAh,speaker,5,facing to the left,5_rotate,4,9,NA,"[{""span"": ""facing to the left"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 18]]","""facing to the left"" METAPHOR HOLISTIC"
9,0,x8BXJBHh3RxchPoHv,D,po2Kc9pGb6B3wwFAh,speaker,5,holding a book or something like that,5_rotate,4,9,NA,"[{""span"":""holding a book"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,14]]","""holding a book"" METAPHOR PART
""something like that"" METAPHOR HOLISTIC"
9,0,x8BXJBHh3RxchPoHv,D,sbbZjCbgL3mgcxuGG,listener,5,do they have a wizards sleeve,5_rotate,4,9,NA,"[{""span"":""a wizards sleeve"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[13,29]]","""do they have"" METAPHOR PART  
""a wizards sleeve"" LITERAL PART"
9,0,x8BXJBHh3RxchPoHv,D,po2Kc9pGb6B3wwFAh,speaker,5,sort of reminds me of someone giving a sermon,5_rotate,4,9,NA,"[{""span"": ""reminds me of someone giving a sermon"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[8, 45]]","""reminds me of someone giving a sermon"" METAPHOR HOLISTIC"
38,3,GWCD2NGoiA2n5Wh2i,L,3J4RLFqgNJW7BsT9G,listener,6,Podium You guys don't need me anymore,6_thick,5,2,6,"[{""span"":""Podium"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,6]]","""Podium"" LITERAL PART  
""You guys"" METAPHOR HOLISTIC  
""don't need me"" LITERAL PART  
""anymore"" LITERAL PART"
38,3,GWCD2NGoiA2n5Wh2i,L,Z6TmKzSh7SAQns8Sg,speaker,6,"kneeling man in a robe, facing right",6_thick,5,2,6,"[{""span"":""kneeling man"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""in a robe"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""facing right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,12],[13,22],[24,36]]","""kneeling man"" METAPHOR PART  
""man"" METAPHOR PART  
""in a robe"" LITERAL PART  
""robe"" LITERAL PART  
""facing right"" LITERAL PART  
""right"" LITERAL PART"
38,3,GWCD2NGoiA2n5Wh2i,L,Z6TmKzSh7SAQns8Sg,speaker,6,"keep it up repi, i think it helps as long as you go first!",6_thick,5,2,6,[],[],"""keep it up"" METAPHOR HOLISTIC  
""repi"" N/A  
""i think"" N/A  
""it helps"" LITERAL PART  
""as long as"" LITERAL PART  
""you go first"" LITERAL PART"
15,1,LzNv7CD7gRuxpk7cQ,C,MrNX5Si499ovSY845,speaker,3,The one that looked like a ghost,3_rotate,2,3,NA,"[{""span"": ""looked like a ghost"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[13, 32]]","""looked like a ghost"" METAPHOR HOLISTIC"
61,5,GWCD2NGoiA2n5Wh2i,A,3J4RLFqgNJW7BsT9G,listener,6,I'd be depressed if I had a triangle on my butt too,6_thick,5,1,6,"[{""span"":""a triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""on my butt"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[26,36],[37,47]]","""I'd be depressed"" METAPHOR HOLISTIC  
""if I had"" PART  
""a triangle"" LITERAL PART  
""on my butt"" METAPHOR PART"
61,5,GWCD2NGoiA2n5Wh2i,A,7CNcmu99Gs4McbRom,listener,6,"I now know which one 'bummed man' is, but I really don't see 'bummed man' when I see that",6_thick,5,1,6,"[{""span"":""'bummed man'"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[61,73]]","""I now know which one 'bummed man'"" METAPHOR HOLISTIC  
""'bummed man'"" METAPHOR PART  
""but I really don't see 'bummed man'"" METAPHOR HOLISTIC  
""'bummed man'"" METAPHOR PART"
61,5,GWCD2NGoiA2n5Wh2i,A,Z6TmKzSh7SAQns8Sg,speaker,6,dancing man for this one!,6_thick,5,1,6,"[{""span"": ""dancing man"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 11]]","""dancing man"" METAPHOR HOLISTIC"
21,1,GWCD2NGoiA2n5Wh2i,K,Z6TmKzSh7SAQns8Sg,speaker,6,"double diamond, the second directly beneath the head",6_thick,4,9,6,"[{""span"":""double diamond"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""the second directly beneath the head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,14],[16,52]]","""double diamond"" METAPHOR PART  
""the second directly beneath the head"" LITERAL PART"
21,1,GWCD2NGoiA2n5Wh2i,K,Z6TmKzSh7SAQns8Sg,speaker,6,triangle on left pointing up,6_thick,4,9,6,"[{""span"": ""triangle on left pointing up"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 28]]","""triangle on left pointing up"" LITERAL PART"
5,0,BTbGhXZvjdSFubTBg,J,WXmyGwByDtSr3gTyk,speaker,6,upright with a square back,6_thick,3,5,6,"[{""span"":""upright"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""with a square"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":"" back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,7],[8,21],[21,26]]","""upright"" METAPHOR PART  
""square back"" LITERAL PART"
5,0,BTbGhXZvjdSFubTBg,J,YZav64FB85yPmwMCq,listener,6,Are they holding a tray,6_thick,3,5,6,"[{""span"": ""holding a tray"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[9, 23]]","""holding a tray"" METAPHOR PART"
5,0,BTbGhXZvjdSFubTBg,J,EnZxY9HcC4c6WuCd8,listener,6,"Sitting, standing, kneeling",6_thick,3,5,6,"[{""span"":""Sitting"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""standing"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""kneeling"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,7],[9,17],[19,27]]","""Sitting"" METAPHOR PART  
""standing"" METAPHOR PART  
""kneeling"" METAPHOR PART"
5,0,BTbGhXZvjdSFubTBg,J,teS8cAZWPXbdKTZP4,listener,6,Are they holding a top hat upside down,6_thick,3,5,6,"[{""span"":""holding a top hat upside down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[9,38]]","""holding a top hat"" METAPHOR PART  
""upside down"" LITERAL PART"
5,0,BTbGhXZvjdSFubTBg,J,WXmyGwByDtSr3gTyk,speaker,6,standing,6_thick,3,5,6,"[{""span"":""standing"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,8]]","""standing"" METAPHOR PART"
5,0,BTbGhXZvjdSFubTBg,J,YZav64FB85yPmwMCq,listener,6,Do they have a wide body that isn't symmetrical,6_thick,3,5,6,"[{""span"":""symmetrical"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""wide"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":"" body"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[36,47],[15,19],[19,24]]","""Do they have"" METAPHOR HOLISTIC  
""wide body"" METAPHOR PART  
""that isn't"" LITERAL PART  
""symmetrical"" LITERAL PART"
34,2,LzNv7CD7gRuxpk7cQ,E,5beKfX6iGcYFWgGg5,speaker,3,indian,3_rotate,2,10,NA,"[{""span"": ""indian"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 6]]","""indian"" METAPHOR HOLISTIC"
26,2,MEJ8y7jRW4947MPrH,J,JgAvTcZ3mLH7Ex3pZ,speaker,6,block guy arm and leg to the right diamond head,full_feedback,5,2,NA,"[{""span"":""block"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""guy"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""arm and leg to the right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""diamond"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,5],[6,9],[10,34],[35,42],[43,47]]","""block guy"" METAPHOR HOLISTIC  
""arm"" METAPHOR PART  
""leg"" METAPHOR PART  
""to the right"" LITERAL PART  
""head"" METAPHOR PART"
26,2,MEJ8y7jRW4947MPrH,J,JgAvTcZ3mLH7Ex3pZ,speaker,6,left side straight line,full_feedback,5,2,NA,"[{""span"": ""left side straight line"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 23]]","""left side straight line"" LITERAL PART"
26,2,MEJ8y7jRW4947MPrH,J,XNra8yzmu6p3Xw6m5,listener,6,gets wider as it goes up,full_feedback,5,2,NA,"[{""span"":""wider as it goes up"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[5,24]]","gets wider LITERAL PART
as it goes up LITERAL PART"
27,2,MDLyuv29jevaGLSeT,F,9SydRxgkpDiJakuxY,speaker,6,sitting facing left,6_thin,5,3,6,"[{""span"":""sitting"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":"" facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,7],[7,19]]","""sitting"" METAPHOR PART  
""facing left"" LITERAL PART"
31,2,Z2WAkYpWiXwuGcdME,J,R3cRgh4HmEtRsmQyp,speaker,2,large rectangular,2_thick,1,7,2,"[{""span"":""large rectangular"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,17]]",large rectangular LITERAL PART
2,0,LzNv7CD7gRuxpk7cQ,L,ePuHpSEgEgZdLy5Hp,speaker,3,looks like a person bending their knees,3_rotate,2,2,NA,"[{""span"": ""looks like a person"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}, {""span"": ""bending their knees"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 19], [20, 39]]","""looks like a person"" METAPHOR HOLISTIC  
""bending their knees"" METAPHOR PART"
2,0,LzNv7CD7gRuxpk7cQ,L,ePuHpSEgEgZdLy5Hp,speaker,3,stood with knees bent,3_rotate,2,2,NA,"[{""span"":""stood"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""with knees bent"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,5],[6,21]]","""stood with knees bent"" METAPHOR HOLISTIC"
2,0,LzNv7CD7gRuxpk7cQ,L,MrNX5Si499ovSY845,listener,3,what direction do they face,3_rotate,2,2,NA,"[{""span"":""what direction do they face"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,27]]","what direction  METAPHOR  HOLISTIC  
they face  METAPHOR  PART"
2,0,LzNv7CD7gRuxpk7cQ,L,ePuHpSEgEgZdLy5Hp,speaker,3,centre,3_rotate,2,2,NA,"[{""span"":""centre"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,6]]","""centre"" METAPHOR PART"
2,0,LzNv7CD7gRuxpk7cQ,L,ePuHpSEgEgZdLy5Hp,speaker,3,right,3_rotate,2,2,NA,"[{""span"":""right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,5]]","""right"" METAPHOR PART"
2,0,LzNv7CD7gRuxpk7cQ,L,5beKfX6iGcYFWgGg5,listener,3,arms to the right,3_rotate,2,2,NA,"[{""span"": ""arms to the right"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 17]]","""arms to the right"" METAPHOR PART"
2,0,LzNv7CD7gRuxpk7cQ,L,MrNX5Si499ovSY845,listener,3,Does it look like they could be holding a book,3_rotate,2,2,NA,"[{""span"":""they could be holding a book"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[18,46]]","""look like they could be holding"" METAPHOR HOLISTIC  
""book"" LITERAL PART"
2,0,LzNv7CD7gRuxpk7cQ,L,ePuHpSEgEgZdLy5Hp,speaker,3,knees bent to the right,3_rotate,2,2,NA,"[{""span"": ""knees bent to the right"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 23]]","""knees bent to the right"" METAPHOR PART"
